ID,Input File,Run Number,Mutations Rate (%),Number of Mutations,Corrected Errors,Perfect Retrieval(0/1)
20230813181255,random100_encoded_text.txt,20,0.005,42,22,1
20230813181255,random100_encoded_text.txt,21,0.005,42,20,1
20230813181255,random100_encoded_text.txt,22,0.005,42,22,0
20230813181255,random100_encoded_text.txt,23,0.005,42,16,1
20230813181255,random100_encoded_text.txt,24,0.005,42,22,1
20230813181255,random100_encoded_text.txt,25,0.005,42,23,1
20230813181255,random100_encoded_text.txt,26,0.005,42,19,1
20230813181255,random100_encoded_text.txt,27,0.005,42,25,1
20230813181255,random100_encoded_text.txt,28,0.005,42,26,1
20230813181255,random100_encoded_text.txt,29,0.005,42,25,1
20230813181255,random100_encoded_text.txt,30,0.005,42,23,1
20230813181255,random100_encoded_text.txt,31,0.005,42,29,1
20230813181255,random100_encoded_text.txt,32,0.005,42,25,1
20230813181255,random100_encoded_text.txt,33,0.005,42,25,1
20230813181255,random100_encoded_text.txt,34,0.005,42,22,1
20230813181255,random100_encoded_text.txt,35,0.005,42,21,0
20230813181255,random100_encoded_text.txt,36,0.005,42,28,1
20230813181255,random100_encoded_text.txt,37,0.005,42,26,1
20230813181255,random100_encoded_text.txt,38,0.005,42,24,1
20230813181255,random100_encoded_text.txt,39,0.005,42,24,1
20230813181255,random100_encoded_text.txt,40,0.005,42,24,1
20230813181255,random100_encoded_text.txt,41,0.005,42,24,0
20230813181255,random100_encoded_text.txt,42,0.005,42,24,1
20230813181255,random100_encoded_text.txt,43,0.005,42,24,1
20230813181255,random100_encoded_text.txt,44,0.005,42,26,1
20230813181255,random100_encoded_text.txt,45,0.005,42,23,1
20230813181255,random100_encoded_text.txt,46,0.005,42,26,1
20230813181255,random100_encoded_text.txt,47,0.005,42,19,1
20230813181255,random100_encoded_text.txt,48,0.005,42,25,1
20230813181255,random100_encoded_text.txt,49,0.005,42,25,1
20230813181255,random100_encoded_text.txt,50,0.005,42,22,0
20230813181255,random100_encoded_text.txt,51,0.005,42,21,0
20230813181255,random100_encoded_text.txt,52,0.005,42,20,1
20230813181255,random100_encoded_text.txt,53,0.005,42,28,0
20230813181255,random100_encoded_text.txt,54,0.005,42,19,0
20230813181255,random100_encoded_text.txt,55,0.005,42,20,1
20230813181255,random100_encoded_text.txt,56,0.005,42,26,0
20230813181255,random100_encoded_text.txt,57,0.005,42,27,0
20230813181255,random100_encoded_text.txt,58,0.005,42,22,1
20230813181255,random100_encoded_text.txt,59,0.005,42,21,1
20230813181255,random100_encoded_text.txt,60,0.005,42,23,0
20230813181255,random100_encoded_text.txt,61,0.005,42,23,1
20230813181255,random100_encoded_text.txt,62,0.005,42,20,1
20230813181255,random100_encoded_text.txt,63,0.005,42,27,0
20230813181255,random100_encoded_text.txt,64,0.005,42,23,0
20230813181255,random100_encoded_text.txt,65,0.005,42,29,1
20230813181255,random100_encoded_text.txt,66,0.005,42,28,1
20230813181255,random100_encoded_text.txt,67,0.005,42,30,1
20230813181255,random100_encoded_text.txt,68,0.005,42,22,1
20230813181255,random100_encoded_text.txt,69,0.005,42,23,1
20230813181255,random100_encoded_text.txt,70,0.005,42,22,1
20230813181255,random100_encoded_text.txt,71,0.005,42,20,1
20230813181255,random100_encoded_text.txt,72,0.005,42,27,1
20230813181255,random100_encoded_text.txt,73,0.005,42,26,1
20230813181255,random100_encoded_text.txt,74,0.005,42,21,1
20230813181255,random100_encoded_text.txt,75,0.005,42,24,1
20230813181255,random100_encoded_text.txt,76,0.005,42,23,0
20230813181255,random100_encoded_text.txt,77,0.005,42,23,0
20230813181255,random100_encoded_text.txt,78,0.005,42,20,1
20230813181255,random100_encoded_text.txt,79,0.005,42,22,1
20230813181255,random100_encoded_text.txt,80,0.005,42,29,1
20230813181255,random100_encoded_text.txt,81,0.005,42,23,0
20230813181255,random100_encoded_text.txt,82,0.005,42,27,1
20230813181255,random100_encoded_text.txt,83,0.005,42,28,0
20230813181255,random100_encoded_text.txt,84,0.005,42,21,1
20230813181255,random100_encoded_text.txt,85,0.005,42,24,0
20230813181255,random100_encoded_text.txt,86,0.005,42,28,1
20230813181255,random100_encoded_text.txt,87,0.005,42,23,1
20230813181255,random100_encoded_text.txt,88,0.005,42,18,0
20230813181255,random100_encoded_text.txt,89,0.005,42,27,1
20230813181255,random100_encoded_text.txt,90,0.005,42,22,1
20230813181255,random100_encoded_text.txt,91,0.005,42,22,0
20230813181255,random100_encoded_text.txt,92,0.005,42,21,1
20230813181255,random100_encoded_text.txt,93,0.005,42,25,1
20230813181255,random100_encoded_text.txt,94,0.005,42,23,0
20230813181255,random100_encoded_text.txt,95,0.005,42,25,1
20230813181255,random100_encoded_text.txt,96,0.005,42,22,0
20230813181255,random100_encoded_text.txt,97,0.005,42,26,0
20230813181255,random100_encoded_text.txt,98,0.005,42,21,1
20230813181255,random100_encoded_text.txt,99,0.005,42,26,1
20230813181255,random100_encoded_text.txt,100,0.005,42,28,0
20230813181256,random100_encoded_text.txt,1,0.001,8,4,1
20230813181256,random100_encoded_text.txt,2,0.001,8,3,1
20230813181256,random100_encoded_text.txt,3,0.001,8,3,1
20230813181256,random100_encoded_text.txt,4,0.001,8,4,1
20230813181256,random100_encoded_text.txt,5,0.001,8,6,1
20230813181256,random100_encoded_text.txt,6,0.001,8,3,0
20230813181256,random100_encoded_text.txt,7,0.001,8,5,1
20230813181256,random100_encoded_text.txt,8,0.001,8,5,1
20230813181256,random100_encoded_text.txt,9,0.001,8,5,1
20230813181256,random100_encoded_text.txt,10,0.001,8,6,1
20230813181256,random100_encoded_text.txt,11,0.001,8,4,1
20230813181256,random100_encoded_text.txt,12,0.001,8,5,1
20230813181256,random100_encoded_text.txt,13,0.001,8,5,1
20230813181256,random100_encoded_text.txt,14,0.001,8,4,1
20230813181256,random100_encoded_text.txt,15,0.001,8,6,1
20230813181256,random100_encoded_text.txt,16,0.001,8,4,1
20230813181256,random100_encoded_text.txt,17,0.001,8,6,1
20230813181256,random100_encoded_text.txt,18,0.001,8,6,1
20230813181256,random100_encoded_text.txt,19,0.001,8,2,1
20230813181256,random100_encoded_text.txt,20,0.001,8,4,1
